district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Xinyi District,Premises (land + building),33.51,Other,Resident,Reinforced concrete construction,78.0,215.16,3,2,2,有,有,62500000.0,290481.50213794387,Not Applicable,0.0,0,2019,11,1941.0,1,1,0
Nangang District,Premises (land + building),22.75,Address,Resident,Reinforced concrete construction,66.0,62.36,2,2,2,有,無,13300000.0,213277.742142399,Not Applicable,0.0,0,2019,12,1953.0,1,1,0
Nangang District,Premises (land + building),14.0,Address,Resident,Reinforced concrete construction,64.0,44.87,1,2,1,有,無,7600000.0,169378.20369957655,Not Applicable,0.0,0,2019,12,1955.0,1,1,0
Xinyi District,Premises (land + building),11.66,Address,See other registration items,Reinforced concrete construction,107.0,76.74,2,1,1,有,有,25180000.0,328120.9278081835,Not Applicable,0.0,0,2019,12,1912.0,1,1,0
Nangang District,Premises (land + building),35.0,Address,Resident,Reinforced concrete construction,64.0,97.67,4,2,2,有,無,15000000.0,153578.37616463602,Not Applicable,0.0,0,2019,11,1955.0,1,1,0
Songshan District,Premises (land + building),37.0,Address,Resident,Strengthen brickwork,60.0,73.78,2,2,1,有,無,13600000.0,184331.79723502303,Not Applicable,0.0,0,2019,11,1959.0,1,1,0
Songshan District,Premises (land + building),35.5,Address,Resident,Reinforced concrete construction,73.0,90.34,3,1,1,有,無,12000000.0,132831.52534868274,Not Applicable,0.0,0,2019,12,1946.0,1,1,0
Neihu District,Premises (land + building) + parking space,90.14,Other,industrial use,Reinforced concrete construction,89.0,648.78,0,0,0,無,有,106200000.0,163691.85239988903,Ramp plane,0.0,7400000,2020,01,1931.0,1,2,4
Neihu District,Land,9.62,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2181516.0,226768.814968815,Not Applicable,0.0,0,2019,12,2019.0,2,0,0
Neihu District,Premises (land + building),26.45,Address,Resident,Reinforced concrete construction,73.0,96.77,3,2,2,有,有,14300000.0,147773.0701663739,Not Applicable,0.0,0,2019,11,1946.0,1,1,0
Neihu District,Premises (land + building) + parking space,34.79,Address,Resident,Reinforced concrete construction,106.0,253.51999999999998,3,2,2,有,有,51000000.0,201167.56074471443,Ramp plane,26.22,0,2019,12,1913.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,4.7,Quotient,Resident,Reinforced concrete construction,92.0,63.03,1,1,1,有,有,10700000.0,169760.43154053626,Ramp plane,0.0,0,2020,01,1928.0,1,1,1
Zhongshan Area,Premises (land + building),36.0,Address,Resident,Reinforced concrete construction,68.0,114.35,3,2,2,有,無,17000000.0,148666.37516397028,Not Applicable,0.0,0,2019,12,1951.0,1,1,0
Neihu District,Premises (land + building) + parking space,17.01,Other,Resident,See other registration items,107.0,239.03,0,0,0,無,有,56380000.0,235869.97448019078,Ramp plane,29.1,2650000,2019,12,1912.0,1,1,1
Neihu District,Garage,0.26,Address,See other registration items,Not Applicable,0.0,38.92,0,0,0,有,無,1500000.0,38540.59609455293,Ramp plane,38.92,1500000,2020,01,2020.0,0,0,1
Zhongshan Area,Garage,0.31,Quotient,See other registration items,Not Applicable,0.0,33.33,0,0,0,有,有,2900000.0,87008.700870087,Ramp plane,33.33,2900000,2019,12,2019.0,0,0,1
Neihu District,Land,54.0,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,9000000.0,166666.66666666666,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
shihlin,Premises (land + building),8.4,Address,See license,Reinforced concrete construction,69.0,84.36,3,2,2,有,有,5980000.0,70886.67614983405,Not Applicable,0.0,0,2019,12,1950.0,5,1,0
Daan District,Premises (land + building),10.2,Quotient,For commercial use,Reinforced concrete construction,77.0,119.28,3,2,2,有,有,36080000.0,302481.5560026828,Not Applicable,0.0,0,2019,11,1942.0,2,1,0
Daan District,Garage,0.02,Quotient,See other registration items,Reinforced concrete construction,98.0,13.809999999999999,0,0,0,有,有,1300000.0,94134.6850108617,Lifting machinery,13.15,1300000,2019,12,1921.0,0,0,1
Daan District,Premises (land + building),31.23,Address,Resident,Reinforced concrete construction,75.0,126.86,3,1,2,有,有,12706157.0,100158.89169162857,Not Applicable,0.0,0,2019,12,1944.0,2,1,0
Daan District,Premises (land + building),11.14,Address,Resident,Reinforced concrete construction,62.0,61.96,2,2,1,有,有,17820000.0,287604.9063912201,Not Applicable,0.0,0,2019,11,1957.0,2,1,0
Daan District,Premises (land + building) + parking space,32.68,Quotient,Resident,Steel reinforced concrete construction,105.0,302.86,3,2,3,有,有,91800000.0,303110.34801558475,Ramp plane,61.58,0,2019,11,1914.0,2,1,2
Daan District,Premises (land + building) + parking space,28.2,Address,Resident,Reinforced concrete construction,104.0,125.09,2,2,1,有,有,37500000.0,299784.15540810616,Lifting machinery,0.0,0,2019,12,1915.0,1,1,1
Daan District,Premises (land + building) + parking space,24.76,Address,Resident,Reinforced concrete construction,75.0,186.29,4,2,2,有,有,50000000.0,268398.7331579795,Ramp plane,30.99,0,2019,12,1944.0,1,1,1
Daan District,Premises (land + building) + parking space,44.58,Address,Resident,Reinforced concrete construction,101.0,192.82,1,1,1,有,無,55000000.0,285240.12031946896,Ramp plane,0.0,0,2019,12,1918.0,2,1,1
shihlin,Premises (land + building),33.5,Address,Resident,Reinforced concrete construction,65.0,103.2,3,2,1,有,無,14000000.0,135658.91472868217,Not Applicable,0.0,0,2019,12,1954.0,1,1,0
Beitou,Building,0.0,Others,Resident,Strengthen brickwork,61.0,117.5,2,1,1,有,無,500000.0,4255.31914893617,Not Applicable,0.0,0,2019,12,1958.0,0,1,0
Beitou,Premises (land + building),64.5,Address,Resident,Strengthen brickwork,65.0,102.93,4,2,2,有,無,5500000.0,53434.37287476926,Not Applicable,0.0,0,2019,12,1954.0,1,1,0
shihlin,Premises (land + building) + parking space,23.94,Address,See other registration items,Reinforced concrete construction,86.0,135.83,3,2,2,有,有,21800000.0,160494.73606714275,Ramp plane,0.0,0,2019,11,1933.0,1,1,1
shihlin,Premises (land + building),35.0,Address,Resident,Reinforced concrete construction,72.0,118.84,2,2,2,有,無,15000000.0,126220.12790306294,Not Applicable,0.0,0,2020,01,1948.0,1,1,0
Beitou,Garage,1.32,Address,See other registration items,Not Applicable,0.0,40.47,0,0,0,有,有,1700000.0,42006.42451198419,Ramp plane,40.47,1700000,2020,01,2020.0,0,0,1
Beitou,Land,190.26,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2000000.0,10511.931041732367,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Beitou,Premises (land + building) + parking space,47.99,Address,Resident,Reinforced concrete construction,102.0,266.56,3,2,2,有,有,46000000.0,172569.0276110444,Ramp plane,0.0,0,2019,11,1917.0,7,1,2
Beitou,Premises (land + building),44.04,Address,Resident,Reinforced concrete construction,102.0,191.22,3,2,2,有,有,33880000.0,177178.11944357285,Not Applicable,0.0,0,2019,12,1917.0,2,1,0
Beitou,Premises (land + building),30.54,Address,Resident,Reinforced concrete construction,73.0,114.12,3,2,2,有,有,13000000.0,113915.17700665965,Not Applicable,0.0,0,2019,12,1946.0,1,1,0
shihlin,Land,72.25,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,3606900.0,49922.491349480966,Not Applicable,0.0,0,2020,01,2020.0,4,0,0
shihlin,Land,24.17,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1198840.0,49600.330988829126,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Beitou,Premises (land + building),34.45,Address,Resident,Reinforced concrete construction,68.0,112.0,3,2,2,有,無,13500000.0,120535.71428571429,Not Applicable,0.0,0,2019,12,1951.0,5,1,0
Beitou,Premises (land + building),23.99,Other,Resident,Reinforced concrete construction,69.0,85.75,3,2,1,有,無,8000000.0,93294.46064139942,Not Applicable,0.0,0,2019,12,1950.0,1,1,0
shihlin,Premises (land + building) + parking space,29.69,Address,Resident,Steel reinforced concrete construction,104.0,320.71000000000004,3,2,2,有,有,48000000.0,149667.92429297493,Ramp plane,98.41,4300000,2019,12,1915.0,2,1,4
shihlin,Premises (land + building),23.22,Address,Resident,Reinforced concrete construction,74.0,115.88000000000001,3,2,2,有,無,22800000.0,196755.26406627544,Not Applicable,0.0,0,2019,12,1945.0,1,1,0
Datong District,Premises (land + building),20.5,Other,See other registration items,Brickwork,33.0,35.59,4,3,3,有,無,4800000.0,134869.34532171956,Not Applicable,0.0,0,2019,11,1986.0,1,2,0
Zhongshan Area,Premises (land + building),21.6,Address,Resident,Reinforced concrete construction,85.0,92.39999999999999,1,3,2,有,有,20880000.0,225974.025974026,Not Applicable,0.0,0,2019,12,1934.0,1,1,0
Neihu District,Premises (land + building),53.7,Address,Resident,Reinforced concrete construction,76.0,153.41,4,2,2,有,無,19100000.0,124502.96590835018,Not Applicable,0.0,0,2019,12,1943.0,1,1,0
Neihu District,Premises (land + building) + parking space,28.07,Address,Resident,Reinforced concrete construction,103.0,181.24,2,2,2,有,有,34000000.0,187596.55705142353,Ramp plane,37.93,2500000,2019,07,1916.0,1,1,1
Neihu District,Premises (land + building) + parking space,95.46,Address,Resident,Reinforced concrete construction,104.0,742.8900000000001,5,4,6,有,無,120000000.0,161531.31688406089,Ramp plane,159.06,0,2020,01,1916.0,1,2,6
Neihu District,Premises (land + building),19.8,Address,Residential business,Reinforced concrete construction,67.0,78.47,3,2,1,有,無,11460000.0,146043.07378616033,Not Applicable,0.0,0,2019,12,1952.0,1,1,0
Xinyi District,Premises (land + building) + parking space,19.11,Address,For commercial use,Steel reinforced concrete construction,82.0,248.33999999999997,3,1,2,有,有,50000000.0,201336.87686236613,Ramp plane,40.6,3000000,2019,12,1937.0,1,1,1
Songshan District,Premises (land + building),27.0,Address,Resident,Reinforced concrete construction,63.0,76.01,4,4,2,有,無,15200000.0,199973.68767267463,Not Applicable,0.0,0,2019,11,1956.0,1,1,0
Beitou,Garage,10.26,Address,See license,Reinforced concrete construction,65.0,50.83,0,0,0,有,有,2500000.0,49183.55301987016,Ramp plane,0.0,2500000,2020,01,1955.0,0,0,2
shihlin,Premises (land + building),57.33,Address,Resident,Strengthen brickwork,61.0,88.0,3,1,2,有,無,16200000.0,184090.9090909091,Not Applicable,0.0,0,2019,12,1958.0,1,1,0
Beitou,Premises (land + building),12.98,Other,Resident,Reinforced concrete construction,66.0,50.339999999999996,1,1,1,有,有,3500000.0,69527.21493841875,Not Applicable,0.0,0,2020,01,1954.0,4,1,0
shihlin,Land,35.55,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2332791.0,65620.0,Not Applicable,0.0,0,2019,12,2019.0,3,0,0
Daan District,Premises (land + building),46.25,Address,Resident,Reinforced concrete construction,58.92857142857143,110.1,3,2,2,有,無,25600000.0,232515.89464123527,Not Applicable,0.0,0,2019,12,1960.0714285714287,1,1,0
Daan District,Land,27.6,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,7176624.0,260022.60869565216,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Neihu District,Premises (land + building),24.27,Address,Resident,Reinforced concrete construction,70.0,109.03,3,2,2,有,無,12880000.0,118132.62404842704,Not Applicable,0.0,0,2019,10,1949.0,1,1,0
Zhongshan Area,Premises (land + building),5.32,Quotient,Resident,Reinforced concrete construction,95.0,20.82,1,1,1,有,有,4260000.0,204610.95100864553,Not Applicable,0.0,0,2019,12,1924.0,1,1,0
Neihu District,Premises (land + building) + parking space,58.26,Address,Resident,Reinforced concrete construction,78.0,227.94,6,3,3,有,無,38500000.0,168904.09756953584,Ramp plane,30.84,2500000,2019,12,1941.0,1,1,1
Wenshan District,Premises (land + building),3.24,Quotient,See other registration items,Reinforced concrete construction,98.0,37.75,1,1,1,有,有,6450000.0,170860.9271523179,Not Applicable,0.0,0,2019,12,1921.0,1,1,0
Zhongzheng District,Land,48.3,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1400000.0,28985.507246376812,Not Applicable,0.0,0,2020,01,2020.0,6,0,0
Beitou,Premises (land + building),23.18,Address,Resident,Reinforced concrete construction,75.0,126.72,3,2,2,有,有,13300000.0,104955.80808080808,Not Applicable,0.0,0,2019,12,1944.0,1,1,0
shihlin,Garage,0.16,Address,Parking space,Reinforced concrete construction,93.0,36.95,0,0,0,有,有,2500000.0,67658.99864682002,Ramp plane,36.94,2500000,2020,01,1927.0,0,0,1
shihlin,Land,426.73,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,20800000.0,48742.76474585803,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
shihlin,Premises (land + building),44.96,Address,Resident,Reinforced concrete construction,76.0,130.24,3,2,2,有,無,22000000.0,168918.9189189189,Not Applicable,0.0,0,2019,12,1943.0,2,1,0
shihlin,Garage,0.88,Address,See other registration items,Reinforced concrete construction,94.0,41.76,0,0,0,有,有,2100000.0,50287.356321839085,Ramp plane,41.76,2100000,2019,12,1925.0,0,0,1
shihlin,Garage,3.97,Address,Parking space,Reinforced concrete construction,87.0,32.279999999999994,0,0,0,有,有,3000000.0,92936.80297397771,Ramp plane,0.0,3000000,2020,01,1933.0,0,0,1
Beitou,Premises (land + building),24.5,Address,Resident,Reinforced concrete construction,63.0,77.39,2,1,1,有,無,16000000.0,206745.05750096912,Not Applicable,0.0,0,2019,12,1956.0,2,1,0
Beitou,Premises (land + building),36.66,Address,Resident,Reinforced concrete construction,70.0,127.48,3,2,1,有,無,13500000.0,105898.9645434578,Not Applicable,0.0,0,2019,06,1949.0,1,1,0
Beitou,Land,3.48,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2061861.0,592488.7931034482,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Daan District,Premises (land + building) + parking space,28.3,Address,Resident,Reinforced concrete construction,76.0,203.41,4,2,2,有,有,50630000.0,248906.1501401111,Ramp plane,34.17,0,2019,12,1943.0,1,1,1
Daan District,Premises (land + building) + parking space,31.6,Address,Resident,Reinforced concrete construction,79.0,347.92999999999995,5,2,4,有,有,60000000.0,172448.4810162964,Ramp plane,38.89,0,2019,11,1940.0,2,1,1
Daan District,Premises (land + building),5.26,Other,Resident,Reinforced concrete construction,67.0,36.35,0,0,0,無,有,8000000.0,220082.53094910592,Not Applicable,0.0,0,2020,01,1953.0,2,1,0
Daan District,Premises (land + building),11.64,Quotient,Resident,Reinforced concrete construction,54.0,24.38,3,2,1,有,無,4675000.0,191755.5373256768,Not Applicable,0.0,0,2019,12,1965.0,2,1,0
Daan District,Premises (land + building),11.64,Quotient,Resident,Reinforced concrete construction,54.0,24.38,3,2,1,有,無,4675000.0,191755.5373256768,Not Applicable,0.0,0,2019,12,1965.0,2,1,0
Daan District,Premises (land + building),23.14,Address,Resident,Reinforced concrete construction,82.1,147.20999999999998,4,2,2,有,無,34380000.0,233543.91685347466,Not Applicable,0.0,0,2019,11,1936.9,2,1,0
Daan District,Land,0.29,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,50000.0,172413.7931034483,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Daan District,Land,0.29,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,50000.0,172413.7931034483,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Daan District,Land,7.27,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,200000.0,27510.31636863824,Not Applicable,0.0,0,2020,01,2020.0,5,0,0
Zhongshan Area,Premises (land + building),3.28,Quotient,For commercial use,Reinforced concrete construction,68.0,39.97,0,0,0,無,有,4750000.0,118839.12934701027,Not Applicable,0.0,0,2019,11,1951.0,1,1,0
Neihu District,Premises (land + building),27.47,Address,Resident,Reinforced concrete construction,71.0,107.52000000000001,3,2,2,有,無,16680000.0,155133.92857142855,Not Applicable,0.0,0,2019,12,1948.0,1,1,0
Neihu District,Premises (land + building),112.2,Address,Resident,Reinforced concrete construction,62.0,98.33,4,2,2,有,無,32100000.0,326451.74412691954,Not Applicable,0.0,0,2019,11,1957.0,1,1,0
Neihu District,Premises (land + building) + parking space,67.05,Other,industrial use,See license,91.0,430.83,0,0,0,無,有,67518000.0,156716.10612074367,Ramp plane,81.4,0,2019,12,1928.0,1,1,2
Neihu District,Premises (land + building) + parking space,53.15,Other,industrial use,See license,91.0,338.69,0,0,0,無,有,50482000.0,149050.75437715906,Ramp plane,81.53,0,2019,12,1928.0,1,1,2
Neihu District,Premises (land + building),29.99,Address,Resident,Reinforced concrete construction,73.0,106.25,3,2,2,有,無,12500000.0,117647.05882352941,Not Applicable,0.0,0,2019,12,1946.0,1,1,0
Neihu District,Premises (land + building),67.94,work,industrial use,Reinforced concrete construction,87.0,249.82,0,0,0,無,有,27850000.0,111480.26579136979,Not Applicable,0.0,0,2019,12,1932.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,52.19,Address,Resident,Steel reinforced concrete construction,105.0,418.94,3,2,3,有,有,105000000.0,250632.5488136726,Ramp plane,91.41,10200000,2019,12,1914.0,1,1,3
Neihu District,Land,2636.41,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,10809478.0,4100.074722823841,Not Applicable,0.0,0,2020,01,2020.0,7,0,0
Neihu District,Premises (land + building),32.05,Address,Resident,Reinforced concrete construction,70.0,126.56,3,2,2,有,無,15800000.0,124841.97218710493,Not Applicable,0.0,0,2019,12,1949.0,3,1,0
Zhongshan Area,Land,22.0,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,23760000.0,1080000.0,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Neihu District,Premises (land + building) + parking space,15.14,Address,Resident,Reinforced concrete construction,108.0,117.37,2,1,1,有,無,19600000.0,166993.26914884552,Ramp plane,38.92,0,2019,12,1911.0,2,1,1
Neihu District,Premises (land + building),30.02,Address,Resident,Reinforced concrete construction,75.0,109.77000000000001,3,2,2,有,無,16700000.0,152136.28495946067,Not Applicable,0.0,0,2019,12,1944.0,1,1,0
Neihu District,Land,170.87,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,102500000.0,599871.2471469538,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Neihu District,Land,153.33,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,83500000.0,544577.056022957,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Zhongshan Area,Premises (land + building),10.15,Quotient,For commercial use,Reinforced concrete construction,73.0,85.61999999999999,0,0,0,無,有,9050000.0,105699.60289651951,Not Applicable,0.0,0,2019,12,1946.0,1,1,0
Zhongshan Area,Garage,0.04,Quotient,See other registration items,Reinforced concrete construction,99.0,16.3,0,0,0,有,有,1000000.0,61349.69325153374,Ramp machinery,0.0,1000000,2020,01,1921.0,0,0,1
Zhongshan Area,Garage,0.04,Quotient,See other registration items,Reinforced concrete construction,99.0,16.3,0,0,0,有,有,900000.0,55214.723926380364,Ramp machinery,0.0,900000,2020,01,1921.0,0,0,1
Songshan District,Premises (land + building),16.33,Quotient,Resident,Reinforced concrete construction,73.0,115.7,3,1,2,有,有,26500000.0,229040.62229904925,Not Applicable,0.0,0,2019,12,1946.0,1,1,0
Xinyi District,Premises (land + building),21.82,Address,Resident,Strengthen brickwork,59.0,41.66,2,2,1,有,無,6341000.0,152208.35333653385,Not Applicable,0.0,0,2019,12,1960.0,2,1,0
Xinyi District,Premises (land + building),28.5,Address,Resident,Reinforced concrete construction,59.0,70.86,3,1,1,有,有,11350000.0,160174.9929438329,Not Applicable,0.0,0,2019,12,1960.0,1,1,0
Songshan District,Land,8.15,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,170558.0,20927.361963190182,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Xinyi District,Premises (land + building),7.98,Address,Resident,Reinforced concrete construction,74.0,83.29,2,1,1,有,有,18000000.0,216112.3784367871,Not Applicable,0.0,0,2019,11,1945.0,2,2,0
Songshan District,Premises (land + building),3.49,Quotient,Resident,Reinforced concrete construction,97.0,35.0,1,1,1,有,有,7800000.0,222857.14285714287,Not Applicable,0.0,0,2019,12,1922.0,1,1,0
Songshan District,Premises (land + building) + parking space,10.42,Quotient,See other registration items,Steel reinforced concrete construction,107.0,178.35,3,2,2,有,有,35300000.0,197925.4275301374,Ramp plane,37.72,2600000,2019,11,1912.0,1,1,1
Xinyi District,Premises (land + building),57.0,Address,Resident,Strengthen brickwork,57.0,81.0,4,1,1,有,無,10160000.0,125432.09876543209,Not Applicable,0.0,0,2020,01,1963.0,1,1,0
Nangang District,Premises (land + building),28.3,Address,Resident,Reinforced concrete construction,75.71428571428571,90.55,3,2,1,有,無,11200000.0,123688.56985091111,Not Applicable,0.0,0,2019,12,1943.2857142857142,1,1,0
Songshan District,Garage,4.14,Address,Parking space,Reinforced concrete construction,90.0,38.629999999999995,0,0,0,有,有,1880000.0,48666.8392441108,Ramp plane,33.58,1880000,2020,01,1930.0,0,0,1
Nangang District,Premises (land + building) + parking space,30.25,Address,Resident,Reinforced concrete construction,97.0,149.51999999999998,3,2,2,有,有,19250000.0,128745.31835205994,Ramp machinery,40.48,0,2019,12,1922.0,1,1,2
Nangang District,Premises (land + building),25.44,Address,See license,Reinforced concrete construction,70.0,92.79,3,2,2,有,無,17650000.0,190214.46276538417,Not Applicable,0.0,0,2019,12,1949.0,1,1,0
Wanhua District,Premises (land + building),32.25,Address,Resident,Reinforced concrete construction,66.0,80.96,3,2,2,有,無,13700000.0,169219.36758893283,Not Applicable,0.0,0,2019,12,1953.0,1,1,0
Wanhua District,Premises (land + building),18.9,Address,Resident,Reinforced concrete construction,76.0,89.25,2,1,1,有,有,4200000.0,47058.82352941176,Not Applicable,0.0,0,2019,11,1943.0,1,1,0
Wanhua District,Premises (land + building),23.75,Address,Resident,Reinforced concrete construction,61.0,93.07,0,0,0,無,無,8000000.0,85956.80670463093,Not Applicable,0.0,0,2019,12,1958.0,2,1,0
Zhongshan Area,Premises (land + building),4.9,Quotient,Resident,Reinforced concrete construction,61.0,37.98,1,1,1,有,有,5580000.0,146919.43127962085,Not Applicable,0.0,0,2019,12,1958.0,1,1,0
Neihu District,Premises (land + building) + parking space,3.87,Quotient,Resident,Reinforced concrete construction,98.0,66.59,1,1,1,有,有,9368000.0,140681.7840516594,Ramp machinery,18.74,0,2019,01,1921.0,2,1,1
Neihu District,Land,94.38,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1141998.0,12100.0,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Neihu District,Premises (land + building) + parking space,75.84,Address,Resident,Reinforced concrete construction,98.0,373.15999999999997,4,2,3,有,有,63000000.0,168828.38460713904,Ramp plane,75.66,0,2019,12,1921.0,1,1,2
Zhongshan Area,Building,0.0,Others,For commercial use,Reinforced concrete construction,88.0,40.870000000000005,1,1,1,有,有,4650000.0,113775.38536824075,Not Applicable,0.0,0,2019,10,1931.0,0,1,0
Neihu District,Premises (land + building),29.21,Address,Resident,Reinforced concrete construction,73.0,98.23,3,2,2,有,無,7700000.0,78387.45800671892,Not Applicable,0.0,0,2019,12,1946.0,2,1,0
Zhongshan Area,Premises (land + building) + parking space,18.81,Quotient,Resident,Reinforced concrete construction,64.0,107.26,3,2,1,有,無,7000000.0,65261.98023494313,Ramp plane,10.1,0,2019,12,1955.0,2,1,1
Zhongshan Area,Premises (land + building),39.27,Quotient,For commercial use,Reinforced concrete construction,71.0,185.76,3,2,2,有,有,15200000.0,81826.0120585702,Not Applicable,0.0,0,2018,12,1947.0,2,1,0
Zhongshan Area,Garage,0.13,Address,For commercial use,Reinforced concrete construction,95.0,17.2,0,0,0,有,有,750000.0,43604.6511627907,Ramp machinery,17.2,750000,2020,01,1925.0,0,0,1
Zhongshan Area,Premises (land + building) + parking space,16.26,Address,Resident,Reinforced concrete construction,104.0,186.49,3,2,2,有,有,49880000.0,267467.4245267843,Ramp plane,29.77,0,2019,12,1915.0,2,1,1
Neihu District,Land,23.31,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,16000000.0,686400.6864006864,Not Applicable,0.0,0,2020,01,2020.0,1,0,0
Wenshan District,Premises (land + building),39.25,Address,Resident,Reinforced concrete construction,60.0,86.78,3,2,1,有,無,7200000.0,82968.42590458631,Not Applicable,0.0,0,2019,12,1959.0,1,1,0
Wenshan District,Premises (land + building),1.37,Quotient,See license,Reinforced concrete construction,86.0,15.030000000000001,0,0,0,無,有,1820000.0,121091.15103127078,Not Applicable,0.0,0,2019,12,1933.0,3,1,0
Wenshan District,Premises (land + building),38.51,Address,Resident,Reinforced concrete construction,76.0,109.01,3,2,2,有,無,12900000.0,118337.76717732317,Not Applicable,0.0,0,2019,12,1943.0,1,1,0
Wenshan District,Garage,0.35,Address,Parking space,Reinforced concrete construction,97.0,55.760000000000005,0,0,0,有,有,600000.0,10760.401721664275,Lifting machinery,55.77,600000,2019,12,1922.0,0,0,3
Zhongzheng District,Premises (land + building),6.39,Quotient,See other registration items,See other registration items,108.0,62.85,2,1,1,有,有,17500000.0,278440.7319013524,Not Applicable,0.0,0,2019,12,1911.0,2,1,0
Zhongzheng District,Premises (land + building),28.94,Address,Resident,Reinforced concrete construction,74.0,116.53999999999999,3,2,2,有,無,13600000.0,116698.12939763172,Not Applicable,0.0,0,2019,12,1945.0,1,1,0
Wenshan District,Garage,0.38,Quotient,See other registration items,Not Applicable,0.0,43.92,0,0,0,有,有,1800000.0,40983.60655737705,Ramp plane,43.92,1800000,2020,01,2020.0,0,0,1
Zhongzheng District,Premises (land + building) + parking space,28.09,Address,Resident,Reinforced concrete construction,91.0,152.23000000000002,3,2,1,有,有,25000000.0,164225.18557445967,Ramp plane,33.62,0,2020,01,1929.0,1,1,1
Wenshan District,Premises (land + building),46.77,Address,Resident,Reinforced concrete construction,72.0,128.58,10,0,10,有,無,15600000.0,121325.24498366774,Not Applicable,0.0,0,2019,10,1947.0,1,1,0
Wenshan District,Premises (land + building) + parking space,25.97,Other,Resident,Reinforced concrete construction,82.0,192.65,4,2,2,有,有,21800000.0,113158.57773163768,Ramp plane,0.0,0,2019,12,1937.0,2,1,1
Wenshan District,Premises (land + building) + parking space,37.19,Address,Resident,Reinforced concrete construction,99.0,178.67000000000002,3,2,2,有,有,21367666.0,119592.91431130015,Ramp plane,0.0,0,2019,12,1920.0,1,1,1
Wenshan District,Premises (land + building),6.59,Address,For commercial use,Reinforced concrete construction,83.0,55.92,1,1,1,有,有,5500000.0,98354.79256080114,Not Applicable,0.0,0,2020,01,1937.0,1,1,0
Wenshan District,Premises (land + building),24.12,Address,Resident,Reinforced concrete construction,73.0,92.4,3,2,2,有,有,9000000.0,97402.5974025974,Not Applicable,0.0,0,2019,11,1946.0,1,1,0
Wenshan District,Premises (land + building) + parking space,18.24,Address,Resident,Reinforced concrete construction,91.0,101.57,2,2,1,有,有,10800000.0,106330.60943191889,Ramp plane,25.11,0,2019,12,1928.0,1,1,1
Wenshan District,Premises (land + building),27.52,Address,See other registration items,Reinforced concrete construction,88.0,124.1,3,2,2,有,有,21600000.0,174053.1829170024,Not Applicable,0.0,0,2019,12,1931.0,1,1,0
Zhongzheng District,Premises (land + building) + parking space,14.67,Quotient,See other registration items,Reinforced concrete construction,107.0,139.12,3,2,2,有,有,27000000.0,194077.05577918343,Ramp machinery,6.87,0,2019,02,1912.0,1,1,1
Wenshan District,Premises (land + building),36.89,Address,Resident,Reinforced concrete construction,84.0,180.64,3,1,1,有,有,23600000.0,130646.58990256865,Not Applicable,0.0,0,2019,12,1935.0,1,1,0
